video_id,start_time_seconds,end_time_seconds,labels
6e0F1Y6aMZk,30.0,40.0,"['Speech', 'Male speech, man speaking', 'Narration, monologue', 'Speech synthesizer', 'Music']"
rtBmILCQzDA,470.0,480.0,['Bouncing']
rt3Y5n2OUvA,280.0,290.0,"['Music of Latin America', 'Music']"
4TFCpuwtSdU,30.0,40.0,['Explosion']
4T4av1I5CNE,130.0,140.0,['Vacuum cleaner']
4TXy2i036LU,30.0,40.0,"['Music', 'Blues']"
4Td19yDBul4,150.0,160.0,['Music']
4T_5clu_0OM,0.0,10.0,"['Music of Africa', 'Music']"
4Tj7OYJfg_Q,30.0,40.0,"['Music', 'Mechanisms']"
4TI9INCK6xo,90.0,100.0,"['Speech', 'Inside, public space']"
4TWSPE3NFDI,30.0,40.0,"['Speech', 'Music', 'Radio']"
4TgW0mtugns,30.0,40.0,['Animal']
4T1BihwS8Ls,30.0,40.0,"['Mechanisms', 'Creak']"
4T2KBwRxi_g,520.0,530.0,"['Speech', 'Breathing', 'Music']"
4T8CwKAxfUo,170.0,180.0,"['Speech', 'Child speech, kid speaking', 'Crying, sobbing']"
4TQzd0lB8IQ,30.0,40.0,['Explosion']
WyNgaxyxRg4,30.0,40.0,['Music']
Wy-PhjWxheo,200.0,210.0,"['Noise', 'Outside, rural or natural']"
WyWE44m1TtA,23.0,33.0,['Animal']
WyaU4TNcVl8,30.0,40.0,"['Speech', 'Noise']"
WyA0Qr2fe3E,30.0,40.0,"['Mechanisms', 'Creak']"
Wy49nszOnxo,210.0,220.0,"['Tools', 'Inside, small room', 'Engine']"
Wyw6Rsu6xLg,10.0,20.0,"['Slap, smack']"
WyqyK87HomE,70.0,80.0,['Animal']
2NznKe2WaOc,30.0,40.0,['Screaming']
2NQ8xRBaQOs,260.0,270.0,"['Tools', 'Rub']"
2N7y7mV_6-4,140.0,150.0,['Music']
2NuMifM0Uio,10.0,20.0,"['Sound effect', 'Music', 'Glass']"
2NicfBB6lNw,320.0,330.0,"['Speech', 'Vehicle']"
CgsIv8K3WUo,20.0,30.0,"['Vehicle', 'Outside, rural or natural']"
CgMtYzbXFG4,40.0,50.0,"['Sizzle', 'Frying (food)']"
CgNKbp-L0Jk,0.0,10.0,"['Music', 'Wood', 'Breaking']"
3eEeMSPta40,150.0,160.0,"['Tools', 'Rub']"
3esyOI3cuPI,340.0,350.0,"['Speech', 'Vehicle', 'Engine']"
3e3yLYGvuFM,80.0,90.0,['Sidetone']
3eWeSi-dI-k,30.0,40.0,"['Speech', 'Music', 'Radio']"
3e_3yFdH-Ck,30.0,40.0,"['Speech', 'Animal']"
3e6GleQ9sl0,30.0,40.0,['Music']
3e314hm-YC8,430.0,440.0,"['Speech', 'Alarm']"
3eqHT6u_52M,160.0,170.0,"['Speech', 'Explosion', 'Outside, urban or manmade']"
3eGOQOcKkAE,30.0,40.0,['Explosion']
jzfKPQzXD5M,30.0,40.0,"['Music', 'Rock music', 'Roll']"
jzij1UX73kU,30.0,40.0,"['Music', 'New-age music']"
jzAufWvuXEk,60.0,70.0,['Screaming']
owQ_CgX_MWA,250.0,260.0,['Music']
ow2cNtqCNPw,10.0,20.0,['Vehicle']
ow12iGt8z5Q,0.0,10.0,['Music']
owqEzv23cVE,30.0,40.0,"['Water', 'Animal']"
ow4IXIbkGOk,100.0,110.0,"['Dishes, pots, and pans', 'Cutlery, silverware']"
owVG7UeSn08,30.0,40.0,"['Speech', 'Vehicle', 'Bicycle']"
owic-GeWQco,30.0,40.0,['Alarm']
28TFewwamK8,460.0,470.0,"['Music', 'Music of Asia', 'Classical music']"
28_dI7KHIf0,0.0,10.0,"['Speech', 'Inside, small room', 'Alarm']"
28oK-ruIvVw,70.0,80.0,"['Speech', 'Laughter', 'Inside, small room']"
28pkN4m1x6I,80.0,90.0,"['Music', 'Disco', 'Country']"
283BYw2f0Qc,30.0,40.0,['Engine']
29si-wDIxSg,210.0,220.0,"['Sizzle', 'Liquid']"
29-aV8-MiVI,330.0,340.0,"['Inside, small room', 'Grunt']"
29KLLDM-b3s,30.0,40.0,"['Music', 'Rock music', 'Roll']"
uTtHrp8GQbY,30.0,40.0,"['Music', 'Soundtrack music']"
uTrajIJ79ME,50.0,60.0,"['Water', 'Liquid']"
vhjK6gnl1D8,30.0,40.0,['Music']
vhTWW5Bx15Q,140.0,150.0,"['Speech', 'Vocal music']"
vhRrUeuTMqA,200.0,210.0,"['Speech', 'Music', 'Boing', 'Inside, small room']"
vh4ul8fKXYo,10.0,20.0,['Stomach rumble']
lg1h7X4QgRY,150.0,160.0,"['Speech', 'Glass']"
lgbFrAr4jMI,460.0,470.0,['Vehicle']
lgLU93ZOdGU,260.0,270.0,['Vehicle']
lgIjcGYmoyc,50.0,60.0,"['Video game music', 'Music']"
f7jtLE3Q8EE,290.0,300.0,"['Singing', 'Music of Asia']"
f79ak9A_IUo,140.0,150.0,"['Speech', 'Mechanisms']"
f7SmipOh5FU,200.0,210.0,['Music of Latin America']
f7OQTtTdgrA,0.0,10.0,['Music']
f7u5zH2Aa5U,60.0,70.0,"['Speech', 'Animal']"
iYWvaxU5OXk,30.0,40.0,['Music']
iY6CSLZYmLE,30.0,40.0,['Music']
iYtX6mEWjCw,30.0,40.0,['Rustle']
iY1nWLSPwJc,30.0,40.0,"['Wind', 'Vehicle']"
iYIOYQcs-cI,30.0,40.0,"['Music of Africa', 'Rhythm and blues', 'Music', 'Disco', 'Electronic music', 'Dance music']"
iYrfMKz1xE8,30.0,40.0,"['Speech', 'Male speech, man speaking', 'Cheering', 'Music']"
iYVikn68Mwc,30.0,40.0,['Alarm']
wMuK4jMvks4,60.0,70.0,['Music']
wMsb7moPV2M,300.0,310.0,"['Speech', 'Rumble']"
wMN-Xp9IMUw,230.0,240.0,['Music']
wMhSdXXikGA,490.0,500.0,"['Music', 'Wood', 'Crumpling, crinkling']"
wMHBhCVv--g,190.0,200.0,"['Pop music', 'Music', 'Zing']"
wMtsAWuZN48,80.0,90.0,"['Music', 'Song', 'Singing', 'Music of Asia']"
wM2MjZgCZho,30.0,40.0,"['Speech', 'Cheering', 'Applause', 'Shout', 'Music']"
wMd2zyD2Ncc,0.0,10.0,['Music']
wM3XOYKpvvk,30.0,40.0,"['Music of Latin America', 'Music']"
wM3XMwh88wE,100.0,110.0,['Animal']
wM9wNgY8d4g,150.0,160.0,"['Water', 'Clicking', 'Vehicle']"
DHrQJwiFgZM,30.0,40.0,['Chopping (food)']
DHsm756LKsA,50.0,60.0,"['Speech', 'Alarm']"
DHUBFtxya14,30.0,40.0,['Arrow']
DHHxfs_kQ1c,70.0,80.0,['Hair dryer']
DHo1z0_ZUNA,30.0,40.0,"['Music', 'Country']"
XUX3k4g4Jp0,100.0,110.0,"['Speech', 'Mechanisms']"
XUYR6KOkHkE,250.0,260.0,['Animal']
XUzaEsoOlWQ,180.0,190.0,"['Music', 'Singing', 'Classical music']"
XUz3VaGUsjk,170.0,180.0,"['Bicycle', 'Vehicle', 'Outside, urban or manmade']"
XUIizI20wDI,380.0,390.0,['Alarm']
XUaXlhcVxbs,160.0,170.0,['Whistling']
tDDaJi6wyQo,25.0,35.0,"['Speech', 'Music', 'Vehicle']"
tDZPGf8WYmI,90.0,100.0,"['Music', 'Christian music', 'Jingle (music)', 'Christmas music']"
tD6nayldWBk,40.0,50.0,"['Speech', 'Gargling']"
tDjOCC2QtwE,10.0,20.0,"['Music', 'Scratch']"
tD8Gj7vkh-0,100.0,110.0,"['Speech', 'Typing']"
tDVOUsG52Jw,20.0,30.0,['Music']
uGI8pCFh6zU,30.0,40.0,"['Music', 'Vocal music']"
uGPhNhmykjs,270.0,280.0,['Vehicle']
uGXTHf8pgUI,290.0,300.0,"['Music', 'Soul music']"
uGcYtqGX-fs,30.0,40.0,"['Speech', 'Shuffling cards']"
uGM6UYSIdj8,90.0,100.0,['Music']
uGfd3xanwro,50.0,60.0,"['Music', 'Middle Eastern music']"
uGc18qtbOAM,80.0,90.0,"['Vehicle', 'Engine']"
KKiGJm9_He8,220.0,230.0,['Music']
KKrYmKdffcA,30.0,40.0,"['Music', 'Basketball bounce']"
KKoTQfro920,110.0,120.0,"['Tools', 'Rub', 'Wood']"
KK8lRxymI1E,30.0,40.0,['Noise']
KKgYvcfrxj4,110.0,120.0,"['Music', 'Rock music']"
KKyvS6TH46Q,290.0,300.0,"['Mechanisms', 'Creak']"
-ehX__RTqF8,30.0,40.0,"['Music', 'Run']"
-e2cBx-fZ7g,270.0,280.0,"['Music', 'Christian music']"
-efgThyiXWI,25.0,35.0,"['Speech', 'Music', 'Animal']"
-eEhWLICanU,160.0,170.0,"['Speech', 'Music', 'Electronic tuner']"
-elf_5HUVuc,30.0,40.0,"['Pop music', 'Music', 'Rhythm and blues', 'Independent music']"
u3JOc_YOJ0w,230.0,240.0,"['Speech', 'Environmental noise', 'Animal']"
u3jPL1N-0h4,230.0,240.0,"['Speech', 'Music', 'Sidetone']"
u3-nh4c9opA,30.0,40.0,"['Speech', 'Water']"
u32TR4NbWT4,260.0,270.0,"['Speech', 'Music', 'Outside, urban or manmade', 'Skateboard']"
u3wiO29Rmt8,0.0,10.0,['Basketball bounce']
u3yOMK8SuRI,0.0,10.0,['Music']
u3INXs99JeA,30.0,40.0,"['Speech', 'Music']"
u3n2OcpEC48,100.0,110.0,['Music']
u31JE_EJ66s,20.0,30.0,['Music']
u3UB7rhTmac,210.0,220.0,"['Inside, small room', 'Chewing, mastication']"
2LKvz3E-kiA,30.0,40.0,"['Hum', 'Noise', 'Static']"
2LnkfTirErI,30.0,40.0,"['Speech', 'Vehicle', 'Rumble', 'Engine']"
2LSIfeHDMkc,30.0,40.0,"['Heart sounds, heartbeat']"
2LEHVUc9YN0,30.0,40.0,"['Music', 'Singing']"
2Lam7ljO3Is,11.0,21.0,['Water']
Nx3veQOSH2k,1.0,11.0,['Applause']
Nx_dv66OPgc,10.0,20.0,"['Speech', 'Breathing', 'Sneeze']"
NxABghkgXHA,10.0,20.0,"['Speech', 'Mechanisms']"
NxBNryiN0XY,220.0,230.0,['Stomach rumble']
NxN7hj4coww,30.0,40.0,"['Speech', 'Music', 'Vocal music']"
Nxtqm2s8sLU,30.0,40.0,"['Music', 'Singing']"
NxL-jiM2Yok,90.0,100.0,['Vehicle']
LC1TICQCUB4,30.0,40.0,['Whip']
LCnQ_dIn4Ro,260.0,270.0,['Mechanisms']
LCTL-WJhDVw,30.0,40.0,['Vehicle']
LCMQXFKMLIM,110.0,120.0,['Music']
LCB8rW5cvWk,30.0,40.0,"['Animal', 'Breathing']"
LC6jEoE-q8A,220.0,230.0,"['Speech', 'Music', 'Traditional music']"
LCquJLv7qFg,90.0,100.0,"['Speech', 'Radio']"
VJ535BuTdFM,0.0,10.0,"['Music', 'Mechanisms']"
VJmsPawxLAc,30.0,40.0,['Vehicle']
VJDxRtECwwQ,28.0,38.0,['Animal']
VJTYKB1d_Uw,80.0,90.0,"['Speech', 'Alarm']"
VJ1RqPqF9O4,200.0,210.0,"['Singing', 'Country']"
VJf9k4zJyNU,30.0,40.0,"['Music', 'Rock music', 'Roll']"
1yvt9HJIVu4,30.0,40.0,['Music']
1yRMYH8cSFM,190.0,200.0,['Vehicle']
1yHJDtjtSCo,24.0,34.0,"['Speech', 'Water']"
1ypKPVja6Mc,30.0,40.0,['Explosion']
1y1lEOGBcWM,130.0,140.0,['Music']
1y7lQSNaMjw,60.0,70.0,"['Speech', 'Music', 'Arrow']"
1yAH7Gkp50E,270.0,280.0,['Groan']
1ypKEH2kd7g,30.0,40.0,"['Music', 'Dance music', 'Jazz']"
1ya5YEWkTG0,490.0,500.0,['Music']
1yXcv70FOz0,180.0,190.0,['Sine wave']
yw1K7Z3cz10,320.0,330.0,"['Speech', 'Electric shaver, electric razor']"
yw4OlXMLDbg,0.0,10.0,"['Vehicle', 'Engine']"
ywyHIQlgMB8,130.0,140.0,"['Speech', 'Water', 'Inside, small room', 'Liquid']"
yw9MbiKIhdM,120.0,130.0,"['Speech', 'Conversation']"
yw9sS3Oz5lk,30.0,40.0,"['Alarm', 'Outside, urban or manmade', 'Vehicle']"
ywZmQ2rg7GQ,190.0,200.0,"['Music', 'Theme music']"
yw6uqQQF5Ig,180.0,190.0,"['Music', 'Electronic tuner']"
ywHNe74HowQ,140.0,150.0,['Vehicle']
ywWYgA7oR9w,10.0,20.0,['Liquid']
04SFLoexHDo,190.0,200.0,['Music']
046ynbCwM90,30.0,40.0,"['Animal', 'Music']"
04RDcHpgzTM,50.0,60.0,['Alarm']
04JKX_vlePE,90.0,100.0,"['Speech', 'Alarm']"
04gv6MSFimA,100.0,110.0,['Wood']
cW8p16bZOEA,30.0,40.0,"['Speech', 'Breathing', 'Music']"
cWpeVkzNcgs,40.0,50.0,"['Speech', 'Gargling']"
cWRyAikxMZg,90.0,100.0,"['Shout', 'Inside, large room or hall']"
cWXXkIpZ2G8,140.0,150.0,"['Speech', 'Music', 'Breaking']"
cWvkOY6OKss,220.0,230.0,['Music']
cWvVN0gxrFA,30.0,40.0,['Music']
cWUomjdI9vk,0.0,10.0,['Engine']
cWo5IPVy878,110.0,120.0,"['Music', 'Rock music', 'Ska']"
19L9D-ybSGg,4.0,14.0,['Clicking']
19v5EvjdToU,30.0,40.0,['Noise']
194N_h5CGzA,30.0,40.0,['Mechanisms']
19Pp9QEw17U,30.0,40.0,"['Speech', 'Music']"
19DRe0cdeXQ,20.0,30.0,"['Door', 'Silence', 'Outside, urban or manmade']"
19tPF3TY3g0,30.0,40.0,"['Speech', 'Music', 'Burping, eructation']"
19-GI2LzOtc,140.0,150.0,['Classical music']
192AgE8E-cw,140.0,150.0,"['Speech', 'Basketball bounce']"
7fsUq4smsKU,420.0,430.0,"['Speech', 'Arrow']"
7feRrqB4AvM,60.0,70.0,"['Speech', 'Music', 'Explosion']"
7f4Xh502cu8,90.0,100.0,"['Speech', 'Liquid']"
7fAxjx6m_Ak,10.0,20.0,['Animal']
qc_Ax-M4P3I,10.0,20.0,['Alarm']
qcjzfHmQvxg,20.0,30.0,['Music']
qcrnfJJEAws,470.0,480.0,['Music']
qceCcKvtGrk,240.0,250.0,"['Clicking', 'Vehicle']"
qcv_uPjPZxY,200.0,210.0,['Music']
QBe4dvU-SGo,200.0,210.0,"['Speech', 'Inside, small room', 'Microwave oven']"
QBiHXeJNwGU,160.0,170.0,['Toothbrush']
QBYtl0RfPIA,310.0,320.0,['Screaming']
QBYT-cZqD7I,30.0,40.0,"['Singing', 'Vocal music']"
QBzXC1XkmzU,60.0,70.0,['Toothbrush']
cB79pnU2f2I,30.0,40.0,"['Music', 'Speech synthesizer']"
cBqcFcMCdGI,250.0,260.0,['Stomach rumble']
cBkS1PFXfIw,0.0,10.0,['Music']
cBLs2YQ0sY0,190.0,200.0,['Engine']
cB3RK8oQDTo,250.0,260.0,"['Music', 'Arrow']"
wRp6rgqWfNk,10.0,20.0,['Biting']
wRzT7hrH--I,60.0,70.0,"['Music', 'Song']"
wReUxwCk-xA,30.0,40.0,"['Speech', 'Flap']"
wRh61zoelh8,21.0,31.0,"['Water', 'Animal']"
wRPO3ONN3aU,40.0,50.0,"['Tools', 'Engine']"
wRWxsKN394Q,220.0,230.0,['Music']
wRO3h_zt1b4,20.0,30.0,"['Water', 'Thunderstorm']"
wR7n4Gg-_ac,150.0,160.0,"['Music', 'Scary music']"
wRVZAD1pfeo,80.0,90.0,['Explosion']
nfJcLEnUaX8,330.0,340.0,"['Speech', 'Wood']"
nfzDCyOzGmE,10.0,20.0,['Rock music']
nfGDe975SrY,10.0,20.0,"['Speech', 'Conversation']"
nfdEAfLG7qQ,10.0,20.0,['Cough']
nfhsxetUM5Q,210.0,220.0,"['Water', 'Rustle']"
U5otMP8NDrY,150.0,160.0,['Music']
U5dlogM7k9g,150.0,160.0,['Fire']
U5PYzGgHx14,60.0,70.0,['Clang']
U50ZAALPGeQ,30.0,40.0,['Water']
h3rwDbCm6cc,130.0,140.0,"['Speech', 'Door']"
h3DVqb55DRQ,20.0,30.0,['Animal']
h3JKDTBOYKg,210.0,220.0,"['Shout', 'Crowd']"
h3fO2cx5iB0,40.0,50.0,['Animal']
h3sdlpcV-rM,30.0,40.0,"['Speech', 'Music', 'Field recording']"
h3u2sHDnXDs,10.0,20.0,"['Hands', 'Vocal music']"
h3yQJZagDTw,30.0,40.0,"['Music', 'Music of Asia']"
qeoYWM1uYPI,40.0,50.0,"['Music', 'Electronic music']"
qeuMJ_YYZ-c,30.0,40.0,"['Speech', 'Animal']"
qeQpV3bohdo,330.0,340.0,"['Sound effect', 'Music', 'Plop']"
qeR2P_zuU_Y,210.0,220.0,"['Music', 'Noise']"
qeO_1asH87o,10.0,20.0,"['Music', 'Sad music']"
U3USe4DbS8s,0.0,10.0,"['Speech', 'Clicking']"
U3XtkiZqQfU,0.0,10.0,['Animal']
U3iAuSscETU,540.0,550.0,['Music']
U3L_PF9GSGk,30.0,40.0,"['Music', 'Rock music']"
U3kMEKCTwuE,40.0,50.0,['Alarm']
U3TpCc2zHrI,20.0,30.0,"['Music', 'Rock music', 'Inside, large room or hall', 'Angry music', 'Singing']"
QDHuQ6YE3m8,30.0,40.0,"['Music', 'Country']"
QDI8NqKVS_Q,260.0,270.0,['Biting']
QDRL3DxwFGM,30.0,40.0,['Rustle']
QDTCAxyXt80,140.0,150.0,['Music']
QDZ7qZ6221k,10.0,20.0,"['Speech', 'Music', 'Wood', 'Outside, rural or natural']"
QDS6DNtVWSk,50.0,60.0,['Vehicle']
QDvCzD1yP1o,170.0,180.0,['Music']
OECgm1obaFs,30.0,40.0,['Music']
OE_05sAxvJ8,200.0,210.0,['Writing']
wlkSmyEWNX0,320.0,330.0,['Music']
wlZIt3p3-10,20.0,30.0,"['Music', 'Rhythm and blues']"
xtaBM0HS_QQ,30.0,40.0,"['Speech', 'Music', 'Background music']"
xtIAZRLTHR0,360.0,370.0,"['Speech', 'Liquid']"
xtllXrdFAFQ,210.0,220.0,['Music']
xtbeZJd4veI,30.0,40.0,"['Ding', 'Clang']"
xt4ewl1J6oA,30.0,40.0,"['Speech', 'Shout', 'Music', 'Animal']"
Le4aGNS8e0c,190.0,200.0,"['Music', 'Angry music']"
LefXwJz6HCA,60.0,70.0,"['Speech', 'Explosion']"
Levzbvq5xoA,70.0,80.0,['Music']
LebJTYxrDAo,190.0,200.0,['Clicking']
D3f5VIJYR7M,20.0,30.0,['Music']
D3OVT0MetUQ,240.0,250.0,"['Speech', 'Inside, small room', 'Chewing, mastication']"
D3q_stCeCA8,30.0,40.0,['Music']
D3ht_xXl5S0,100.0,110.0,"['Music', 'Christian music', 'Christmas music']"
D3yaxXHPG2g,0.0,10.0,"['Ding', 'Coin (dropping)']"
D3KuNU7Q9Wg,5.0,15.0,"['Speech', 'Breathing']"
kJT6o3gRQgQ,60.0,70.0,['Animal']
kJCXjkQJ23A,50.0,60.0,['Vehicle']
kJehPn6_sbs,40.0,50.0,['Groan']
lp0ZopP6XAk,30.0,40.0,['Zipper (clothing)']
lp8gUJQvsSs,370.0,380.0,"['Heart sounds, heartbeat', 'Hum', 'Noise']"
lpHa-S_x1LA,350.0,360.0,['Music']
lpxk0HOjgW4,5.0,15.0,['Wood']
lp34OPr-9AY,100.0,110.0,"['Speech', 'Outside, rural or natural', 'Children playing']"
lpID1blMc5k,30.0,40.0,"['Speech', 'Narration, monologue']"
lp2yW9Cw8z8,80.0,90.0,"['Singing', 'Humming']"
T3QuUCRzAL8,0.0,10.0,"['Music', 'Boing', 'Outside, rural or natural']"
T36b3bfvoN0,10.0,20.0,['Music']
pu0Xo4gjA7c,18.0,28.0,"['Wind', 'Vehicle']"
puAclKsCbes,280.0,290.0,"['Music', 'Country']"
puqPTZbAXi8,30.0,40.0,"['Shout', 'Music']"
pusDxENmp9Q,30.0,40.0,['Vehicle']
pu5E7MasK90,30.0,40.0,"['Speech', 'Music']"
puEVs4g6qyk,50.0,60.0,['Music']
lIeepA5D3wI,21.0,31.0,"['Music', 'Vehicle']"
lIk_-vI43S8,90.0,100.0,"['Child speech, kid speaking', 'Vehicle']"
lICArD8P-zY,470.0,480.0,"['Speech', 'Laughter']"
lIAswCqv_K0,310.0,320.0,"['Speech', 'Hands']"
lICkQWtquPM,0.0,10.0,['Music']
hzAKfbYwI9A,20.0,30.0,['Animal']
hzEo0DRl8l4,30.0,40.0,"['Speech', 'Alarm']"
hzOoZmg703c,560.0,570.0,"['Speech', 'Music', 'Alarm']"
hzLRtkOxpyw,30.0,40.0,['Animal']
hzEUQKfAL98,30.0,40.0,['Tools']
hznCaj9lhzY,300.0,310.0,['Animal']
hzznbzry5R8,170.0,180.0,"['Music', 'Blues']"
yS9w8RsrMo8,300.0,310.0,"['Tools', 'Rub', 'Wood']"
yScg02DM-jY,60.0,70.0,"['Music', 'Classical music']"
ySUq9N0ozuc,30.0,40.0,['Vehicle']
yS9bVNYorvM,40.0,50.0,"['Speech', 'Explosion', 'Vehicle']"
ySbvaiO7lwg,19.0,29.0,"['Speech', 'Vehicle']"
ySFLstlWseI,140.0,150.0,['Typing']
GZafbyzcbc0,20.0,30.0,"['Speech', 'Water', 'Liquid']"
GZUC9TF1kik,70.0,80.0,['Animal']
GZjggfMkJLM,60.0,70.0,"['Speech', 'Music', 'Animal']"
GZQGckAdTv4,30.0,40.0,"['Speech', 'Ping']"
YK4t2OGhddE,30.0,40.0,"['Vehicle', 'Engine']"
YK1AEw1kf28,60.0,70.0,"['Speech', 'Music', 'Classical music']"
YKzNvH8wx6E,280.0,290.0,"['Speech', 'Mechanisms']"
YKFVMnQqoWI,30.0,40.0,['Animal']
YKjkaPNJOXk,30.0,40.0,"['Music', 'Music for children']"
XwU74AqNw3o,30.0,40.0,['Vehicle']
XwvSH85pVXY,360.0,370.0,"['Video game music', 'Music']"
XwhstLcLfn8,30.0,40.0,"['Speech', 'Music', 'Music of Latin America']"
Xw2a8HSie3c,190.0,200.0,['Music']
XwtRtbGRRGs,30.0,40.0,"['Music', 'Electronic music']"
xJ63DJzzvnA,30.0,40.0,"['Music', 'Ska']"
xJ_VqmeBVDo,0.0,10.0,['Static']
xJXNHf09OO8,220.0,230.0,['Mechanisms']
xJukQ9V7pRk,80.0,90.0,"['Music', 'Arrow', 'Inside, small room', 'Breaking']"
Jl6PuLEhxN8,110.0,120.0,['Explosion']
JlB39bUtN90,160.0,170.0,"['Speech', 'Scissors']"
Jlh_dAyVBf4,10.0,20.0,"['Speech', 'Noise', 'Vehicle', 'Outside, urban or manmade']"
JlLjcbgu45A,40.0,50.0,"['Speech', 'Mechanisms']"
JlzlNpttvVM,30.0,40.0,"['Music', 'Rhythm and blues']"
JlyfSBwLfxA,40.0,50.0,['Mechanisms']
JlqghQcIFfo,10.0,20.0,"['Boing', 'Mechanisms']"
rLBGxAj9D14,70.0,80.0,['Music']
rL6NCRFh_a8,10.0,20.0,['Music']
rL4Z9d9oObY,30.0,40.0,['Animal']
B-3Rsam9FxM,310.0,320.0,"['Music', 'Explosion']"
B-ZiKpMIw6I,480.0,490.0,"['Music', 'Wood']"
B-EO_CbvXnA,30.0,40.0,"['Speech', 'Breathing']"
B-PyuipIQYg,30.0,40.0,"['Video game music', 'Music']"
B-ryQi6V7nA,30.0,40.0,"['Speech', 'Scrape']"
B-XS7rGmG0o,30.0,40.0,['Hands']
B-taUyzj_yc,30.0,40.0,['Animal']
B-Id6gGDi9E,15.0,25.0,['Music']
gan8BFoL4Mw,450.0,460.0,['Music']
gaSh66CPny8,120.0,130.0,['Mechanisms']
gacHCaK5BKY,220.0,230.0,['Music']
gav-nv3HN9Q,130.0,140.0,['Tools']
gaF9QavvzRA,380.0,390.0,['Alarm']
ga09o-_3tbI,0.0,10.0,"['Speech', 'Alarm']"
mnCZ8qvfd3A,30.0,40.0,['Music']
mnh9RHyGB9A,60.0,70.0,['Mechanisms']
mnsjeTIqbYw,30.0,40.0,"['Speech', 'Music', 'Vehicle']"
mncRKLJKky4,13.0,23.0,['Arrow']
mnerUsvZF-M,260.0,270.0,"['Speech', 'Inside, small room', 'Alarm']"
Ln-XrbuS4ok,30.0,40.0,['Alarm']
Ln6VGCB8f_c,180.0,190.0,['Speech synthesizer']
LntRa22QbrE,60.0,70.0,"['Music', 'Singing']"
Ln0Epmhtvao,150.0,160.0,['Music']
Ln3CVQnxz8A,330.0,340.0,['Liquid']
LnL3KFKGqHE,30.0,40.0,"['Music', 'Hip hop music', 'Alarm']"
Ympy9vaioiw,0.0,10.0,['Music']
YmwDa5i-50w,70.0,80.0,['Drawer open or close']
YmHovVyECBQ,20.0,30.0,['Vehicle']
Ym1xUHvG5Pc,50.0,60.0,"['Speech', 'Music', 'Door']"
Ym_FYdVJk6o,10.0,20.0,"['Speech', 'Music', 'Arrow']"
YmF88BHKvc4,70.0,80.0,['Animal']
jmm6uvaGz2A,20.0,30.0,['Tools']
jmN-c5mDxfw,40.0,50.0,['Music']
jm1w8J_n61k,1.0,11.0,"['Speech', 'Alarm', 'Outside, rural or natural']"
jmTwDCJDNUU,30.0,40.0,"['Speech', 'Crying, sobbing']"
8ryZVuSlM_Q,120.0,130.0,"['Speech', 'Mechanisms']"
8rS14kaupdE,0.0,10.0,"['Speech', 'Laughter']"
8r4t3_KEhtg,80.0,90.0,"['Door', 'Vehicle']"
8rZEOvULYzo,30.0,40.0,"['Speech', 'Screaming']"
8ryifCe_sIU,20.0,30.0,['Fire']
8rjeBrriB0c,30.0,40.0,"['Speech', 'Run', 'Inside, public space', 'Outside, urban or manmade']"
I5MfWDvGp5Y,30.0,40.0,['Cough']
I5CBPhpimtg,30.0,40.0,['Music']
I515SEYGbIw,2.0,12.0,['Explosion']
I5mESbabhZY,30.0,40.0,"['Music', 'Country']"
I5kLABBGUU8,30.0,40.0,['Whip']
I5kC67hffYc,70.0,80.0,['Animal']
eI2Q5xnR9qs,30.0,40.0,"['Speech', 'Tools']"
eI-LdMARRy0,30.0,40.0,['Animal']
eI6h7P2xR2A,430.0,440.0,"['Speech', 'Inside, small room', 'Clicking']"
eISYX9koocM,30.0,40.0,"['Music of Latin America', 'Music', 'Music of Asia']"
eI-J5t8US2Q,30.0,40.0,['Music']
BYNisb8TQ9g,80.0,90.0,['Vehicle']
BYdB-oFZUZM,10.0,20.0,['Animal']
BYnYTgeM6Go,30.0,40.0,['Music']
BYpII-rSojM,20.0,30.0,"['Inside, small room', 'Liquid']"
BY0UIqOdiJE,10.0,20.0,"['Slap, smack', 'Whack, thwack']"
BY6Ycw90S7g,260.0,270.0,"['Speech', 'Environmental noise']"
BYbIKQqGE2U,30.0,40.0,"['Alarm', 'Vehicle']"
BYdBPbSYSvg,30.0,40.0,"['Heart sounds, heartbeat']"
BYk9vYAh-kM,30.0,40.0,"['Laughter', 'Music', 'Animal']"
BYXVBTmoBpo,500.0,510.0,"['Tools', 'Rub', 'Wood']"
BYi0fAZtBls,30.0,40.0,"['Music', 'Rhythm and blues', 'Blues', 'Electronic music']"
kr6MJI36ge4,30.0,40.0,['Vehicle']
krCoBVQZLiQ,30.0,40.0,['Alarm']
krsSyyW_qW0,110.0,120.0,['Crushing']
krmJMYNBwHE,90.0,100.0,['Vocal music']
Y0_Ixl1d7oQ,30.0,40.0,"['Speech', 'Music', 'Hip hop music']"
Y0GVlpaZp3c,100.0,110.0,"['Speech', 'Inside, small room', 'Crunch', 'Chewing, mastication']"
Y0-ey72J8oo,40.0,50.0,"['Speech', 'Music', 'Vehicle']"
Y0wlLMIGmA0,190.0,200.0,"['Sizzle', 'Liquid']"
Y0Aibvz4GS0,160.0,170.0,['Fire']
B1lSqZqY-Y0,13.0,23.0,"['Speech', 'Music', 'Animal', 'Clicking']"
B1nTZdaKICM,30.0,40.0,"['Shout', 'Crowd']"
B124lzkVThY,0.0,10.0,['Crunch']
